trial_nr	onset	event_type	phase	response	nr_frames	condition	onset_abs	duration
489	358.9136519432068	pulse	0	t		blank	534.9910287857056	
489	359.6470060348511	response	0	b		blank	535.7243828773499	
489	360.0302619934082	pulse	0	t		blank	536.107638835907	
489	361.13856291770935	pulse	0	t		blank	537.2159397602081	
489	362.25525999069214	pulse	0	t		blank	538.3326368331909	
489	363.3636200428009	pulse	0	t		blank	539.4409968852997	
489	363.59693908691406	response	0	b		blank	539.6743159294128	
489	364.4719409942627	pulse	0	t		blank	540.5493178367615	
489	365.5886631011963	pulse	0	t		blank	541.6660399436951	
489	366.6970009803772	pulse	0	t		blank	542.774377822876	
489	367.72199010849	response	0	b		blank	543.7993669509888	
490	367.7302119731903	stim	0		600	baseline	543.8075888156891	5.03279709815979
490	367.8052599430084	pulse	0	t		baseline	543.8826367855072	
490	368.92196893692017	pulse	0	t		baseline	544.999345779419	
490	370.0303409099579	pulse	0	t		baseline	546.1077177524567	
490	371.1399300098419	pulse	0	t		baseline	547.2173068523407	
490	371.606486082077	response	0	b		baseline	547.6838629245758	
490	372.25527596473694	pulse	0	t		baseline	548.3326528072357	
